id,Gender,Country,Age,Income,Marital-Status,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
10416,Female,Australia,29.0,160000.0,Never-married,Without-pay,3617.0,3.0,3.0,102122.0,2.0,Some-college,Exec-managerial,0
10417,Male,Australia,37.0,160000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Some-college,Exec-managerial,0
10418,Male,Australia,25.0,50000.0,Separated,Private,48424.0,4.0,4.0,102710.0,3.0,HS-Grad,Prof-specialty,0
10419,Male,Canada,34.0,200000.0,Separated,Daily-wages,485.0,2.0,2.0,101316.0,1.0,Bachelors,Craft-repair,0
10420,Male,France,53.0,480000.0,Separated,Private,482250.0,4.0,4.0,118093.0,3.0,HS-Grad,Prof-specialty,0
10421,Female,Canada,32.0,140000.0,Separated,Private,97528.0,4.0,4.0,103562.0,3.0,HS-Grad,Adm-clerical,1
10422,Female,France,41.0,210000.0,Never-married,Daily-wages,16486.0,2.0,2.0,115728.0,1.0,Bachelors,Craft-repair,0
10423,Female,Canada,24.0,40000.0,Separated,Without-pay,19133.0,3.0,2.0,100000.0,,Bachelors,Craft-repair,0
10424,Female,Australia,40.0,240000.0,Never-married,Without-pay,3204.0,3.0,3.0,104888.0,2.0,Some-college,Exec-managerial,1
10425,Female,Australia,48.0,200000.0,Never-married,Without-pay,-1123.0,2.0,6.0,104165.0,5.0,Some-college,Exec-managerial,1
10426,Female,France,34.0,80000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10427,Female,Australia,38.0,210000.0,Never-married,Without-pay,4991.0,3.0,3.0,100551.0,3.0,HS-Grad,Exec-managerial,0
10428,Female,Australia,45.0,220000.0,Never-married,Private,204052.0,4.0,4.0,107600.0,3.0,HS-Grad,Prof-specialty,0
10429,Male,Australia,42.0,50000.0,Never-married,Private,12111.0,4.0,4.0,101300.0,3.0,HS-Grad,Prof-specialty,1
10430,Female,France,39.0,180000.0,Separated,Without-pay,0.0,,4.0,104835.0,2.0,HS-Grad,Prof-specialty,0
10431,Male,Canada,55.0,350000.0,Never-married,Without-pay,5961.0,3.0,3.0,106326.0,2.0,Some-college,Exec-managerial,0
10432,Male,Australia,39.0,460000.0,Never-married,Private,168182.0,4.0,4.0,106051.0,3.0,HS-Grad,Prof-specialty,0
10433,Female,Australia,39.0,90000.0,Separated,Self-emp-inc,2489.0,3.0,3.0,100000.0,2.0,HS-Grad,Prof-specialty,0
10434,Male,Australia,22.0,20000.0,Separated,Self-emp-inc,19698.0,5.0,6.0,102000.0,,HS-Grad,Prof-specialty,1
10435,Male,Australia,32.0,320000.0,Separated,Private,21460.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
10436,Female,France,45.0,80000.0,Never-married,Private,80250.0,4.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10437,Female,France,45.0,20000.0,Never-married,Without-pay,1403.0,3.0,3.0,106990.0,2.0,Some-college,Exec-managerial,0
10438,Female,Canada,23.0,10000.0,Separated,Self-emp-inc,2400.0,7.0,6.0,100000.0,10.0,Preschool,Protective-serv,1
10439,Male,Australia,64.0,170000.0,Never-married,Without-pay,1922.0,3.0,3.0,101788.0,2.0,HS-Grad,Exec-managerial,0
10440,Male,Australia,34.0,20000.0,Never-married,Private,9662.0,4.0,4.0,101180.0,3.0,HS-Grad,Adm-clerical,1
10441,Male,Canada,42.0,250000.0,Separated,Private,255473.0,4.0,4.0,111300.0,3.0,HS-Grad,Prof-specialty,0
10442,Female,Australia,53.0,60000.0,Never-married,Private,55505.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
10443,Male,Canada,30.0,220000.0,Separated,Private,84630.0,,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
10444,Female,France,23.0,80000.0,Separated,Private,66909.0,4.0,4.0,102451.0,3.0,HS-Grad,Prof-specialty,0
10445,Female,Australia,25.0,80000.0,Separated,Private,4418.0,4.0,4.0,103000.0,,HS-Grad,Prof-specialty,0
10446,Male,Canada,26.0,150000.0,Separated,Private,131490.0,4.0,6.0,116441.0,5.0,Masters,Adm-clerical,0
10447,Female,France,32.0,290000.0,Separated,Private,21981.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
10448,Female,France,40.0,100000.0,Never-married,Self-emp-inc,13278.0,6.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,1
10449,Female,Canada,41.0,200000.0,Never-married,Private,30689.0,,4.0,105003.0,3.0,HS-Grad,Prof-specialty,0
10450,Male,Australia,24.0,50000.0,Separated,Private,9923.0,4.0,4.0,101200.0,3.0,HS-Grad,Prof-specialty,0
10451,Female,Canada,28.0,60000.0,Never-married,Without-pay,2848.0,3.0,3.0,101469.0,2.0,Some-college,Exec-managerial,0
10452,Male,Australia,41.0,80000.0,Separated,Private,80140.0,6.0,4.0,103253.0,3.0,HS-Grad,Prof-specialty,1
10453,Female,Australia,34.0,160000.0,Never-married,Self-emp-inc,160285.0,6.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
10454,Male,Canada,29.0,140000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,,Bachelors,Craft-repair,0
10455,Female,Australia,37.0,360000.0,Separated,Private,292725.0,4.0,4.0,110638.0,3.0,HS-Grad,Prof-specialty,0
10456,Female,Australia,46.0,200000.0,Never-married,Self-emp-inc,30783.0,,6.0,103058.0,3.0,HS-Grad,Adm-clerical,0
10457,Female,Australia,30.0,210000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10458,Female,Canada,38.0,500000.0,Separated,Private,4590.0,4.0,4.0,101128.0,3.0,Some-college,Exec-managerial,0
10459,Male,Australia,25.0,30000.0,Separated,Self-emp-inc,3997.0,5.0,3.0,100000.0,3.0,Some-college,Prof-specialty,1
10460,Male,Canada,35.0,390000.0,Never-married,Without-pay,14673.0,3.0,4.0,183728.0,3.0,HS-Grad,Prof-specialty,0
10461,Male,Australia,43.0,360000.0,Never-married,Without-pay,6146.0,3.0,3.0,101000.0,2.0,Some-college,Exec-managerial,0
10462,Female,Canada,31.0,90000.0,Separated,Private,77278.0,,6.0,108000.0,5.0,Masters,Adm-clerical,1
10463,Female,Canada,30.0,30000.0,Separated,Private,32751.0,4.0,4.0,101600.0,3.0,HS-Grad,Prof-specialty,0
10464,Female,Canada,28.0,320000.0,Separated,Without-pay,331.0,3.0,3.0,101085.0,3.0,HS-Grad,Prof-specialty,1
10465,Female,France,34.0,80000.0,Never-married,State-gov,78489.0,6.0,6.0,100000.0,5.0,Masters,Prof-specialty,0
10466,Male,Australia,26.0,80000.0,Separated,Self-emp-inc,27897.0,5.0,4.0,100000.0,3.0,HS-Grad,Exec-managerial,1
10467,Male,Canada,33.0,220000.0,Separated,Daily-wages,3233.0,2.0,2.0,102108.0,1.0,Some-college,Prof-specialty,0
10468,Male,Australia,24.0,50000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
10469,Male,Australia,28.0,70000.0,Separated,Self-emp-inc,26357.0,5.0,6.0,101600.0,5.0,Masters,Adm-clerical,1
10470,Male,Canada,30.0,360000.0,Separated,Without-pay,2024.0,6.0,3.0,100428.0,5.0,Some-college,Exec-managerial,0
10471,Female,Australia,35.0,270000.0,Never-married,Without-pay,165.0,3.0,3.0,100165.0,2.0,Some-college,Exec-managerial,0
10472,Female,Canada,23.0,30000.0,Separated,Private,17462.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
10473,Female,Australia,29.0,180000.0,Never-married,Self-emp-inc,113331.0,6.0,6.0,105500.0,5.0,Masters,Adm-clerical,1
10474,Female,Australia,41.0,120000.0,Never-married,Without-pay,7877.0,3.0,3.0,111532.0,2.0,Some-college,Exec-managerial,0
10475,Female,Australia,35.0,180000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,2.0,Some-college,Craft-repair,0
10476,Female,Australia,41.0,330000.0,Never-married,Self-emp-inc,289884.0,5.0,6.0,100000.0,5.0,Masters,Adm-clerical,0
10477,Female,Australia,56.0,270000.0,Never-married,Private,137807.0,4.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
10478,Female,Spain,25.0,200000.0,Never-married,Private,149886.0,4.0,4.0,105388.0,,HS-Grad,Prof-specialty,1
10479,Male,Australia,54.0,170000.0,Never-married,Without-pay,186.0,3.0,3.0,100116.0,1.0,Bachelors,Exec-managerial,0
10480,Male,Canada,50.0,50000.0,Never-married,Self-emp-inc,29394.0,5.0,7.0,103100.0,5.0,Masters,Adm-clerical,1
10481,Female,Canada,30.0,30000.0,Separated,Private,4480.0,4.0,4.0,104000.0,,HS-Grad,Prof-specialty,0
10482,Male,Australia,32.0,150000.0,Never-married,Private,141346.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
10483,Male,France,39.0,130000.0,Never-married,Without-pay,51790.0,4.0,3.0,100390.0,2.0,Some-college,Exec-managerial,0
10484,Male,Australia,42.0,110000.0,Never-married,Private,70265.0,4.0,4.0,105000.0,3.0,Masters,Adm-clerical,1
10485,Male,Canada,53.0,260000.0,Never-married,State-gov,1361.0,3.0,6.0,100000.0,3.0,HS-Grad,Exec-managerial,0
10486,Male,Canada,40.0,450000.0,Never-married,Without-pay,22861.0,3.0,6.0,106596.0,3.0,HS-Grad,Prof-specialty,0
10487,Male,Canada,30.0,210000.0,Separated,Private,99342.0,,6.0,104900.0,3.0,HS-Grad,Prof-specialty,0
10488,Male,France,46.0,90000.0,Never-married,Self-emp-inc,1651.0,3.0,3.0,100000.0,,Some-college,Exec-managerial,0
10489,Female,France,29.0,300000.0,Never-married,Private,24921.0,3.0,4.0,102000.0,3.0,HS-Grad,Exec-managerial,0
10490,Female,Australia,32.0,20000.0,Never-married,Private,15547.0,4.0,6.0,102900.0,3.0,HS-Grad,Adm-clerical,1
10491,Male,Australia,40.0,20000.0,Never-married,Private,14353.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
10492,Male,France,32.0,50000.0,Never-married,Private,40992.0,4.0,4.0,102026.0,3.0,HS-Grad,Prof-specialty,0
10493,Male,Australia,32.0,70000.0,Separated,Private,69921.0,4.0,4.0,102708.0,3.0,HS-Grad,Prof-specialty,0
10494,Male,Canada,45.0,500000.0,Never-married,Private,3136.0,4.0,4.0,102002.0,3.0,HS-Grad,Prof-specialty,0
10495,Male,Australia,27.0,20000.0,Separated,Private,2003.0,4.0,4.0,101086.0,3.0,Bachelors,Craft-repair,0
10496,Male,Australia,40.0,200000.0,Never-married,Private,63182.0,4.0,4.0,101765.0,3.0,HS-Grad,Prof-specialty,0
10497,Male,Australia,49.0,110000.0,Never-married,Private,51395.0,,4.0,101855.0,3.0,HS-Grad,Prof-specialty,0
10498,Female,Australia,33.0,50000.0,Separated,Private,16926.0,4.0,4.0,101400.0,3.0,HS-Grad,Prof-specialty,0
10499,Female,Australia,46.0,50000.0,Never-married,Self-emp-inc,43244.0,5.0,6.0,100000.0,5.0,Masters,Adm-clerical,1
10500,Female,Australia,23.0,100000.0,Separated,Private,85435.0,4.0,4.0,103143.0,3.0,HS-Grad,Adm-clerical,0
10501,Male,Australia,37.0,200000.0,Separated,Daily-wages,162.0,2.0,2.0,100536.0,1.0,Bachelors,Craft-repair,0
10502,Female,France,37.0,270000.0,Never-married,Without-pay,265044.0,5.0,4.0,173000.0,3.0,HS-Grad,Prof-specialty,0
10503,Female,Canada,42.0,350000.0,Never-married,Without-pay,360.0,3.0,3.0,100360.0,2.0,Some-college,Exec-managerial,0
10504,Male,France,44.0,130000.0,Never-married,Private,123770.0,4.0,4.0,104600.0,3.0,HS-Grad,Prof-specialty,0
10505,Male,France,44.0,100000.0,Never-married,Self-emp-inc,30076.0,6.0,6.0,102000.0,,Masters,Adm-clerical,0
10506,Female,Canada,27.0,180000.0,Separated,Without-pay,0.0,5.0,3.0,101530.0,2.0,Some-college,Craft-repair,0
10507,Female,Canada,34.0,170000.0,Separated,Daily-wages,1088.0,2.0,3.0,101088.0,3.0,HS-Grad,Craft-repair,0
10508,Female,Canada,23.0,40000.0,Separated,Self-emp-inc,14310.0,3.0,6.0,100000.0,5.0,Masters,Adm-clerical,0
10509,Female,Australia,38.0,320000.0,Never-married,Private,129416.0,4.0,4.0,104836.0,3.0,HS-Grad,Prof-specialty,0
10510,Male,Canada,27.0,160000.0,Separated,Without-pay,5574.0,3.0,3.0,103353.0,2.0,Some-college,Exec-managerial,0
10511,Female,Australia,40.0,360000.0,Never-married,Without-pay,29540.0,3.0,3.0,127930.0,2.0,Some-college,Exec-managerial,0
10512,Female,Canada,38.0,360000.0,Separated,Private,254900.0,,4.0,109300.0,5.0,HS-Grad,Prof-specialty,0
10513,Female,Australia,39.0,50000.0,Never-married,State-gov,52714.0,,6.0,100000.0,3.0,HS-Grad,Prof-specialty,1
10514,Female,Australia,24.0,50000.0,Separated,Private,16691.0,,6.0,103500.0,3.0,Some-college,Prof-specialty,0
10515,Female,Australia,37.0,360000.0,Never-married,Daily-wages,-5.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10516,Male,France,51.0,160000.0,Never-married,Private,4042.0,4.0,4.0,101000.0,1.0,Some-college,Exec-managerial,1
10517,Female,France,59.0,30000.0,Never-married,Private,28170.0,,4.0,104946.0,3.0,HS-Grad,Prof-specialty,0
10518,Female,Australia,42.0,410000.0,Separated,Private,37492.0,,4.0,101625.0,2.0,Some-college,Prof-specialty,0
10519,Male,Canada,23.0,20000.0,Separated,Private,3206.0,6.0,4.0,101100.0,5.0,Masters,Adm-clerical,1
10520,Female,Canada,35.0,280000.0,Separated,Without-pay,10089.0,4.0,3.0,140000.0,2.0,Some-college,Exec-managerial,0
10521,Male,Canada,38.0,340000.0,Never-married,Without-pay,325.0,3.0,3.0,100325.0,2.0,Some-college,Exec-managerial,0
10522,Female,France,44.0,340000.0,Never-married,State-gov,160596.0,7.0,6.0,100006.0,3.0,HS-Grad,Prof-specialty,1
10523,Male,Australia,24.0,80000.0,Separated,Private,35926.0,4.0,4.0,105041.0,3.0,HS-Grad,Prof-specialty,0
10524,Female,Australia,33.0,270000.0,Never-married,Without-pay,7780.0,3.0,6.0,102228.0,2.0,HS-Grad,Prof-specialty,1
10525,Female,Australia,24.0,90000.0,Separated,Private,14520.0,,4.0,101240.0,3.0,HS-Grad,Prof-specialty,0
10526,Female,Australia,31.0,110000.0,Never-married,Private,79126.0,4.0,4.0,102782.0,,HS-Grad,Prof-specialty,0
10527,Female,Australia,38.0,310000.0,Separated,Without-pay,1276.0,3.0,3.0,103666.0,2.0,HS-Grad,Prof-specialty,0
10528,Female,Australia,33.0,210000.0,Separated,Private,21854.0,5.0,4.0,102269.0,3.0,HS-Grad,Prof-specialty,0
10529,Female,Australia,44.0,80000.0,Separated,Private,22771.0,4.0,4.0,101239.0,,Some-college,Exec-managerial,0
10530,Female,Australia,25.0,70000.0,Separated,Private,22935.0,,4.0,101398.0,3.0,HS-Grad,Prof-specialty,0
10531,Female,Australia,42.0,360000.0,Never-married,Private,64268.0,3.0,4.0,102339.0,3.0,HS-Grad,Exec-managerial,0
10532,Male,Canada,29.0,360000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10533,Female,Canada,50.0,80000.0,Never-married,Private,30711.0,4.0,4.0,101957.0,3.0,Bachelors,Exec-managerial,0
10534,Male,Canada,49.0,360000.0,Never-married,Without-pay,-3.0,5.0,3.0,100633.0,2.0,Some-college,Exec-managerial,0
10535,Female,Canada,35.0,260000.0,Never-married,Daily-wages,-124.0,2.0,2.0,100000.0,1.0,Some-college,Exec-managerial,1
10536,Female,France,42.0,230000.0,Separated,Daily-wages,0.0,5.0,3.0,100000.0,2.0,Some-college,Exec-managerial,1
10537,Female,Australia,23.0,50000.0,Separated,Private,47654.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
10538,Female,Canada,35.0,450000.0,Never-married,Daily-wages,7240.0,2.0,2.0,101251.0,1.0,Bachelors,Craft-repair,0
10539,Female,Australia,30.0,150000.0,Never-married,Without-pay,35213.0,3.0,4.0,215041.0,,Some-college,Exec-managerial,0
10540,Female,Canada,22.0,20000.0,Separated,Private,13718.0,6.0,4.0,101550.0,3.0,HS-Grad,Adm-clerical,1
10541,Male,Canada,29.0,500000.0,Separated,Private,367965.0,4.0,4.0,155000.0,3.0,HS-Grad,Prof-specialty,0
10542,Male,Australia,37.0,200000.0,Separated,Daily-wages,0.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10543,Female,Canada,34.0,80000.0,Separated,Private,75517.0,4.0,6.0,106000.0,5.0,HS-Grad,Prof-specialty,1
10544,Female,Australia,22.0,200000.0,Separated,Private,205736.0,4.0,4.0,107758.0,3.0,HS-Grad,Adm-clerical,1
10545,Female,Canada,34.0,460000.0,Separated,Daily-wages,-258.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10546,Male,Australia,33.0,100000.0,Separated,Local-gov,90822.0,9.0,7.0,100000.0,5.0,Masters,Adm-clerical,1
10547,Female,Canada,30.0,140000.0,Separated,Self-emp-inc,149389.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
10548,Female,Canada,30.0,100000.0,Never-married,Private,43717.0,4.0,4.0,103000.0,3.0,HS-Grad,Exec-managerial,0
10549,Female,France,28.0,80000.0,Separated,Without-pay,2147.0,3.0,3.0,100612.0,2.0,Some-college,Exec-managerial,0
10550,Male,Australia,27.0,20000.0,Separated,State-gov,19443.0,5.0,6.0,100000.0,5.0,Masters,Adm-clerical,1
10551,Female,France,58.0,100000.0,Separated,Private,43386.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
10552,Male,Canada,23.0,20000.0,Separated,Self-emp-inc,18679.0,5.0,7.0,102300.0,5.0,HS-Grad,Prof-specialty,1
10553,Female,France,34.0,20000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,,Bachelors,Craft-repair,1
10554,Male,Australia,39.0,90000.0,Never-married,Self-emp-inc,26493.0,6.0,6.0,104000.0,5.0,Masters,Adm-clerical,1
10555,Male,Australia,26.0,10000.0,Separated,Local-gov,9526.0,5.0,7.0,100000.0,5.0,HS-Grad,Prof-specialty,0
10556,Female,Canada,55.0,180000.0,Never-married,Daily-wages,0.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10557,Female,Australia,34.0,50000.0,Never-married,State-gov,47904.0,7.0,6.0,102000.0,5.0,Masters,Adm-clerical,1
10558,Male,France,33.0,30000.0,Never-married,Private,29742.0,6.0,4.0,101406.0,3.0,HS-Grad,Prof-specialty,1
10559,Male,Australia,40.0,50000.0,Separated,Federal-gov,50209.0,5.0,3.0,100000.0,2.0,HS-Grad,Prof-specialty,0
10560,Female,Canada,28.0,160000.0,Separated,Private,40854.0,4.0,4.0,101676.0,3.0,HS-Grad,Prof-specialty,0
10561,Female,Australia,36.0,390000.0,Separated,Private,112528.0,4.0,4.0,103669.0,3.0,HS-Grad,Prof-specialty,0
10562,Male,Australia,47.0,10000.0,Never-married,Private,8884.0,4.0,4.0,101159.0,3.0,HS-Grad,Exec-managerial,0
10563,Female,Australia,30.0,50000.0,Never-married,Private,40596.0,4.0,4.0,102000.0,,HS-Grad,Prof-specialty,0
10564,Female,Canada,28.0,520000.0,Separated,Private,34167.0,3.0,4.0,140054.0,2.0,HS-Grad,Prof-specialty,0
10565,Female,Canada,25.0,70000.0,Separated,Private,35871.0,4.0,4.0,101902.0,3.0,Masters,Adm-clerical,0
10566,Female,France,48.0,200000.0,Never-married,Daily-wages,119139.0,2.0,2.0,105844.0,1.0,Bachelors,Craft-repair,0
10567,Female,Canada,26.0,50000.0,Separated,Private,41003.0,4.0,4.0,101733.0,3.0,HS-Grad,Prof-specialty,0
10568,Female,Canada,45.0,210000.0,Never-married,Daily-wages,-200.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10569,Male,Australia,42.0,60000.0,Never-married,Private,49244.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
10570,Female,Australia,31.0,30000.0,Never-married,Self-emp-inc,699.0,3.0,6.0,100000.0,6.0,Masters,Adm-clerical,1
10571,Female,Australia,48.0,130000.0,Divorced,Without-pay,1778.0,,3.0,100000.0,,HS-Grad,Prof-specialty,0
10572,Male,Canada,30.0,70000.0,Separated,Private,68971.0,,4.0,102700.0,,Masters,Prof-specialty,1
10573,Female,France,34.0,150000.0,Never-married,Private,112391.0,4.0,4.0,105000.0,,HS-Grad,Prof-specialty,0
10574,Male,Canada,27.0,260000.0,Separated,Private,158711.0,4.0,4.0,130000.0,,HS-Grad,Prof-specialty,0
10575,Female,Australia,39.0,150000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
10576,Female,Australia,40.0,10000.0,Never-married,Private,9135.0,4.0,3.0,100000.0,3.0,HS-Grad,Prof-specialty,0
10577,Male,Australia,44.0,420000.0,Separated,Private,13620.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
10578,Female,Australia,43.0,210000.0,Separated,Daily-wages,3577.0,2.0,2.0,101003.0,1.0,Bachelors,Craft-repair,0
10579,Female,France,32.0,160000.0,Separated,Without-pay,1375.0,3.0,3.0,103645.0,2.0,Some-college,Exec-managerial,1
10580,Female,Australia,28.0,50000.0,Separated,Private,19969.0,,4.0,108000.0,3.0,HS-Grad,Prof-specialty,0
10581,Female,Canada,28.0,240000.0,Separated,Private,2276.0,4.0,3.0,101000.0,,Some-college,Craft-repair,0
10582,Female,Canada,27.0,20000.0,Separated,Private,14088.0,4.0,4.0,101111.0,3.0,Some-college,Exec-managerial,0
10583,Female,Australia,24.0,60000.0,Separated,Daily-wages,0.0,5.0,3.0,100000.0,2.0,Bachelors,Craft-repair,0
10584,Female,Canada,26.0,350000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10585,Female,Australia,47.0,50000.0,Never-married,Private,9532.0,4.0,7.0,105000.0,5.0,Masters,Prof-specialty,0
10586,Male,Australia,33.0,20000.0,Separated,Private,3010.0,3.0,4.0,101272.0,3.0,HS-Grad,Prof-specialty,0
10587,Female,Canada,40.0,360000.0,Never-married,Without-pay,16540.0,3.0,3.0,101160.0,2.0,HS-Grad,Exec-managerial,0
10588,Female,Australia,44.0,400000.0,Never-married,Daily-wages,0.0,2.0,2.0,100804.0,1.0,Bachelors,Craft-repair,0
10589,Male,Canada,26.0,130000.0,Separated,Without-pay,2343.0,3.0,4.0,132322.0,3.0,HS-Grad,Prof-specialty,0
10590,Female,Australia,49.0,60000.0,Divorced,Private,59902.0,4.0,6.0,103400.0,5.0,HS-Grad,Prof-specialty,1
10591,Male,Canada,43.0,400000.0,Never-married,Daily-wages,-5.0,2.0,3.0,100000.0,2.0,Some-college,Exec-managerial,0
10592,Male,Australia,24.0,20000.0,Separated,Self-emp-inc,11893.0,5.0,6.0,101500.0,5.0,Masters,Adm-clerical,0
10593,Female,Canada,28.0,240000.0,Separated,Private,168068.0,4.0,4.0,106042.0,3.0,HS-Grad,Prof-specialty,0
10594,Male,Australia,32.0,500000.0,Separated,Private,331751.0,4.0,4.0,110558.0,3.0,HS-Grad,Exec-managerial,0
10595,Female,Canada,31.0,250000.0,Separated,Private,36439.0,3.0,4.0,105000.0,3.0,HS-Grad,Exec-managerial,0
10596,Male,Canada,29.0,290000.0,Separated,Without-pay,783.0,3.0,3.0,102838.0,,HS-Grad,Prof-specialty,0
10597,Male,Australia,31.0,70000.0,Separated,Private,62737.0,4.0,3.0,104030.0,2.0,Bachelors,Craft-repair,0
10598,Female,Australia,23.0,20000.0,Never-married,Private,14313.0,4.0,3.0,101000.0,2.0,Some-college,Prof-specialty,0
10599,Male,Canada,43.0,120000.0,Never-married,Without-pay,3131.0,3.0,3.0,105126.0,2.0,Some-college,Exec-managerial,0
10600,Male,Canada,38.0,350000.0,Never-married,Without-pay,17999.0,3.0,3.0,138933.0,2.0,Some-college,Exec-managerial,0
10601,Male,Australia,46.0,260000.0,Never-married,Self-emp-inc,82683.0,6.0,6.0,104000.0,5.0,Masters,Adm-clerical,1
10602,Female,Australia,22.0,130000.0,Separated,Self-emp-inc,29929.0,,6.0,103412.0,5.0,HS-Grad,Prof-specialty,0
10603,Male,Australia,27.0,20000.0,Never-married,Private,19339.0,4.0,4.0,101500.0,3.0,Some-college,Prof-specialty,0
10604,Female,Australia,43.0,20000.0,Never-married,Private,11511.0,4.0,4.0,101205.0,,HS-Grad,Prof-specialty,0
10605,Female,Australia,37.0,500000.0,Separated,Private,51652.0,4.0,4.0,105300.0,3.0,HS-Grad,Prof-specialty,0
10606,Male,Canada,46.0,360000.0,Never-married,Private,92961.0,4.0,4.0,110125.0,3.0,Bachelors,Craft-repair,0
10607,Male,Australia,41.0,150000.0,Never-married,Private,140172.0,4.0,4.0,105507.0,3.0,HS-Grad,Prof-specialty,0
10608,Male,Australia,39.0,140000.0,Separated,Without-pay,10091.0,5.0,4.0,118539.0,2.0,HS-Grad,Prof-specialty,0
10609,Female,Australia,33.0,280000.0,Separated,Daily-wages,167.0,2.0,3.0,103700.0,,HS-Grad,Exec-managerial,1
10610,Female,Canada,36.0,220000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10611,Female,Canada,29.0,400000.0,Never-married,Private,5074.0,4.0,4.0,101097.0,3.0,HS-Grad,Prof-specialty,0
10612,Female,Australia,30.0,230000.0,Separated,Private,149775.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
10613,Female,France,47.0,20000.0,Separated,Self-emp-inc,3133.0,5.0,3.0,100000.0,2.0,Some-college,Exec-managerial,0
10614,Female,Canada,34.0,200000.0,Separated,Private,129554.0,4.0,4.0,105600.0,,HS-Grad,Prof-specialty,0
10615,Female,Canada,41.0,230000.0,Never-married,Without-pay,1886.0,3.0,3.0,108034.0,3.0,Some-college,Exec-managerial,0
10616,Female,Canada,32.0,360000.0,Separated,Private,192160.0,4.0,4.0,120104.0,3.0,Some-college,Prof-specialty,0
10617,Male,Australia,27.0,100000.0,Separated,Private,100442.0,4.0,4.0,105000.0,3.0,HS-Grad,Exec-managerial,0
10618,Female,Australia,25.0,360000.0,Separated,Without-pay,20952.0,3.0,3.0,112590.0,2.0,Some-college,Exec-managerial,0
10619,Female,Canada,29.0,80000.0,Separated,Without-pay,928.0,,3.0,104844.0,2.0,Some-college,Exec-managerial,0
10620,Female,Australia,38.0,310000.0,Never-married,Private,302623.0,4.0,4.0,112000.0,3.0,HS-Grad,Prof-specialty,0
10621,Male,Australia,23.0,10000.0,Separated,Private,7545.0,4.0,4.0,101500.0,3.0,HS-Grad,Prof-specialty,0
10622,Female,Australia,27.0,260000.0,Separated,Daily-wages,895.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
10623,Female,Australia,33.0,210000.0,Separated,Private,212601.0,4.0,4.0,106000.0,3.0,HS-Grad,Prof-specialty,0
10624,Male,Australia,44.0,140000.0,Separated,Private,108033.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
10625,Female,Australia,25.0,50000.0,Separated,Private,47431.0,4.0,4.0,102000.0,,HS-Grad,Prof-specialty,1
10626,Male,Canada,46.0,80000.0,Never-married,Private,78861.0,4.0,4.0,102435.0,3.0,HS-Grad,Prof-specialty,0
10627,Male,Australia,48.0,50000.0,Never-married,Private,40931.0,4.0,4.0,101880.0,,HS-Grad,Prof-specialty,1
10628,Male,Australia,54.0,210000.0,Never-married,Without-pay,471.0,6.0,3.0,100176.0,,Some-college,Exec-managerial,0
